age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
33,management,single,secondary,no,219,yes,no,18,may,19,4,-1,0,no
31,admin.,single,secondary,no,1306,yes,no,28,may,217,5,-1,0,no
47,services,married,primary,no,1496,yes,no,16,may,211,2,-1,0,no
42,self-employed,married,secondary,no,13242,no,no,9,jun,149,1,-1,0,no
31,blue-collar,single,unknown,yes,17,yes,no,6,may,72,1,-1,0,no
30,services,married,secondary,yes,-849,yes,no,30,may,138,2,-1,0,no
36,admin.,divorced,secondary,no,592,no,no,14,jan,96,7,93,7,no
34,self-employed,married,tertiary,no,191,no,no,8,jul,59,1,-1,0,no
38,blue-collar,married,secondary,no,3598,no,no,6,jun,154,1,-1,0,no
43,blue-collar,married,primary,no,714,yes,no,18,may,16,6,362,28,no
39,blue-collar,married,primary,no,0,no,no,29,may,191,5,-1,0,no
28,blue-collar,married,tertiary,no,417,yes,yes,6,may,523,2,363,2,no
34,entrepreneur,married,secondary,no,456,yes,yes,28,aug,137,8,-1,0,no
58,admin.,married,secondary,no,0,no,no,27,aug,503,13,-1,0,no
65,retired,married,primary,no,276,no,no,22,apr,229,1,-1,0,yes
28,admin.,single,secondary,no,177,yes,yes,6,may,150,1,-1,0,no
45,technician,single,secondary,no,29,yes,no,7,may,86,1,367,1,no
34,admin.,divorced,secondary,no,67,yes,no,6,may,90,1,-1,0,no
45,housemaid,married,secondary,no,360,no,no,4,may,113,1,182,1,no
45,housemaid,married,primary,no,8692,yes,no,14,oct,108,1,-1,0,no
37,management,married,tertiary,no,1170,no,yes,17,jun,153,3,-1,0,no
39,blue-collar,married,primary,no,476,yes,no,12,may,212,1,349,4,no
38,management,married,unknown,no,1257,no,no,21,nov,64,6,-1,0,no
46,blue-collar,married,unknown,no,83,no,no,20,jun,38,5,-1,0,no
42,technician,married,secondary,no,166,no,no,16,jul,319,5,-1,0,no
50,blue-collar,married,secondary,no,1985,yes,no,2,jun,464,2,-1,0,no
22,management,single,secondary,no,594,yes,no,13,may,154,1,-1,0,no
24,student,single,secondary,no,2530,yes,no,29,may,399,5,-1,0,no
41,technician,married,secondary,no,335,no,no,18,aug,169,3,-1,0,no
40,housemaid,divorced,secondary,no,1194,yes,no,12,may,517,1,173,2,no
39,technician,married,primary,no,644,yes,no,15,may,110,1,-1,0,no
52,management,married,tertiary,no,3508,no,no,12,aug,252,2,-1,0,no
30,management,married,tertiary,no,882,no,no,22,aug,102,6,-1,0,no
38,blue-collar,married,secondary,no,105,yes,no,28,jan,158,1,265,2,no
46,entrepreneur,divorced,secondary,no,2514,yes,no,20,nov,68,2,-1,0,no
50,entrepreneur,married,tertiary,no,52,no,no,31,jul,22,8,-1,0,no
41,management,married,secondary,no,280,yes,no,27,feb,87,2,-1,0,yes
29,technician,single,tertiary,no,7,yes,no,29,jul,70,5,-1,0,no
29,technician,single,secondary,no,3313,yes,no,5,jun,18,3,-1,0,no
27,student,single,tertiary,no,5741,no,no,21,aug,72,1,88,1,no
31,management,married,secondary,no,2294,no,no,20,aug,483,2,-1,0,no
69,retired,married,secondary,no,0,no,no,16,oct,1580,2,-1,0,no
42,technician,married,secondary,no,3472,yes,no,2,jun,61,2,-1,0,no
30,self-employed,single,tertiary,no,901,yes,yes,16,may,601,1,-1,0,no
41,blue-collar,married,secondary,no,97,no,yes,8,jul,212,2,-1,0,no
48,unemployed,single,unknown,no,11298,yes,no,9,feb,97,2,-1,0,no
36,technician,single,secondary,no,818,yes,yes,19,aug,96,4,-1,0,no
21,student,single,secondary,no,357,no,no,2,sep,115,3,-1,0,no
55,blue-collar,married,secondary,no,1261,no,no,19,may,166,1,-1,0,no
41,blue-collar,divorced,secondary,no,3622,no,no,19,jun,1135,4,-1,0,yes
27,services,single,secondary,yes,-1,no,no,22,jul,60,2,-1,0,no
54,self-employed,divorced,tertiary,no,1323,no,no,20,jun,47,4,-1,0,no
47,technician,married,secondary,no,834,no,yes,21,nov,902,1,133,2,yes
51,technician,married,secondary,no,12061,yes,no,17,nov,150,1,188,1,no
42,blue-collar,married,primary,no,1673,yes,no,17,apr,636,3,-1,0,yes
42,management,married,tertiary,no,843,no,yes,15,jul,226,3,-1,0,no
42,management,single,tertiary,no,7560,no,no,28,jan,132,1,-1,0,yes
40,admin.,married,primary,no,1314,yes,no,29,may,284,1,-1,0,no
32,technician,single,secondary,no,471,yes,no,3,jun,379,2,-1,0,no
40,management,single,secondary,no,192,yes,no,16,may,71,11,-1,0,no
50,entrepreneur,married,primary,no,300,yes,no,8,may,99,1,339,2,no
39,blue-collar,married,unknown,no,1096,no,no,20,may,246,3,-1,0,no
51,unemployed,married,secondary,no,2254,no,no,12,aug,83,3,-1,0,no
40,technician,married,secondary,no,26,yes,no,16,may,230,3,-1,0,no
42,services,married,primary,no,248,yes,no,14,may,480,2,-1,0,no
30,admin.,married,secondary,no,60,no,yes,25,jul,61,2,-1,0,no
42,technician,married,secondary,no,315,yes,no,5,feb,208,1,275,2,no
33,management,divorced,secondary,no,106,no,no,20,aug,175,3,-1,0,no
33,student,single,unknown,no,5969,no,no,30,apr,110,1,83,7,no
32,admin.,married,secondary,no,17,yes,no,27,may,123,1,-1,0,no
49,services,married,secondary,no,-33,yes,no,6,jun,774,13,-1,0,no
53,housemaid,married,primary,no,104,no,yes,5,jun,701,1,-1,0,yes
62,management,married,tertiary,no,997,no,no,22,apr,554,1,304,2,yes
24,technician,single,secondary,no,434,no,no,28,may,331,1,-1,0,no
51,management,married,tertiary,no,12,no,no,6,jun,90,4,-1,0,no
36,services,married,secondary,no,1694,yes,yes,23,may,164,6,-1,0,no
30,technician,single,secondary,no,18,no,no,19,may,798,1,-1,0,no
27,services,single,tertiary,no,691,no,yes,6,feb,357,12,-1,0,no
29,admin.,single,secondary,no,788,yes,no,18,jul,264,2,-1,0,no
48,admin.,divorced,secondary,no,-513,yes,no,5,may,54,4,362,1,no
53,technician,married,tertiary,no,0,yes,no,21,aug,53,1,-1,0,no
34,technician,single,secondary,no,-269,yes,no,17,jun,102,3,-1,0,no
27,blue-collar,married,primary,no,237,yes,no,22,jul,283,6,-1,0,no
46,entrepreneur,married,secondary,no,122,no,no,5,feb,178,7,-1,0,no
36,technician,single,secondary,no,480,yes,no,28,jan,90,1,-1,0,no
48,management,divorced,tertiary,no,-130,yes,no,29,sep,110,2,61,9,no
36,blue-collar,married,secondary,no,330,yes,no,13,may,777,2,-1,0,no
50,blue-collar,married,secondary,no,5,no,no,19,jun,170,7,-1,0,no
33,technician,single,secondary,no,6106,no,no,5,feb,345,1,-1,0,no
36,blue-collar,single,secondary,no,50,no,no,2,feb,38,1,-1,0,no
40,blue-collar,married,primary,no,1136,yes,no,21,may,86,1,-1,0,no
37,technician,married,secondary,no,277,yes,no,4,feb,244,2,-1,0,no
38,entrepreneur,married,tertiary,no,4,yes,no,16,jul,158,1,-1,0,no
51,blue-collar,married,primary,no,91,no,yes,19,jun,368,2,-1,0,no
28,technician,single,tertiary,no,875,yes,no,6,may,55,1,-1,0,no
39,services,divorced,secondary,no,-421,yes,yes,18,jul,374,17,-1,0,no
34,technician,married,secondary,no,6324,yes,no,21,jul,190,4,-1,0,no
34,technician,married,tertiary,no,3160,yes,no,13,aug,726,1,-1,0,no
27,admin.,married,secondary,no,-48,yes,no,20,jun,168,2,-1,0,no
34,blue-collar,married,secondary,no,243,yes,no,5,may,291,1,-1,0,no
35,technician,married,tertiary,no,712,yes,no,27,may,73,2,-1,0,no
32,technician,single,secondary,no,1089,no,no,6,sep,125,2,-1,0,no
37,admin.,married,tertiary,no,1995,yes,no,11,aug,48,2,-1,0,no
24,admin.,married,secondary,no,262,yes,no,4,jun,69,3,-1,0,no
47,services,divorced,secondary,no,-116,no,yes,25,jul,160,3,-1,0,no
41,technician,married,secondary,no,902,no,no,16,jun,35,6,-1,0,no
55,blue-collar,married,primary,no,-79,no,yes,27,jun,293,3,-1,0,no
33,technician,single,tertiary,no,172,no,no,7,jun,13,1,-1,0,no
42,technician,married,tertiary,no,446,no,no,6,aug,286,3,-1,0,no
56,management,divorced,tertiary,no,-141,no,no,28,jul,101,4,-1,0,no
59,retired,divorced,secondary,no,23,no,no,7,jul,66,1,-1,0,no
51,services,married,unknown,no,224,yes,no,29,may,52,3,-1,0,no
35,technician,married,tertiary,no,8029,yes,no,26,may,167,1,285,4,no
31,self-employed,single,tertiary,no,275,no,no,14,sep,99,3,-1,0,no
43,management,married,tertiary,no,13851,yes,no,21,nov,259,1,-1,0,no
49,self-employed,married,secondary,no,357,no,no,29,jul,179,4,-1,0,no
37,technician,married,secondary,no,4030,yes,no,26,may,178,5,-1,0,no
37,management,married,tertiary,no,57,no,no,5,feb,345,1,-1,0,yes
58,services,divorced,secondary,no,462,no,no,12,aug,332,1,-1,0,yes
41,services,married,secondary,no,803,yes,no,9,apr,592,4,316,3,yes
38,management,married,tertiary,no,0,no,no,24,sep,246,12,197,6,no
36,technician,married,secondary,no,25,no,no,27,aug,127,4,-1,0,no
40,admin.,married,secondary,no,67,no,yes,19,nov,359,2,152,5,no
31,technician,single,tertiary,no,-749,yes,yes,29,jul,82,4,-1,0,no
32,technician,married,secondary,no,342,yes,no,29,jul,146,3,-1,0,no
53,technician,married,tertiary,no,431,yes,no,11,jun,74,1,-1,0,no
27,admin.,married,secondary,no,158,yes,no,25,jul,124,2,-1,0,no
58,housemaid,married,secondary,no,2705,no,no,14,aug,137,1,-1,0,no
47,services,married,secondary,no,1160,yes,no,27,jun,59,4,-1,0,no
73,retired,married,secondary,no,2850,no,no,8,oct,512,1,144,7,no
46,blue-collar,married,primary,no,278,no,no,21,aug,153,3,-1,0,no
37,technician,married,secondary,no,275,yes,no,5,may,132,1,-1,0,no
45,management,divorced,tertiary,no,2406,no,no,8,aug,248,2,-1,0,no
45,admin.,married,secondary,no,-405,no,no,31,jul,189,3,-1,0,no
43,blue-collar,married,primary,no,232,no,yes,15,may,45,1,-1,0,no
28,unemployed,single,tertiary,no,0,no,no,2,feb,39,1,-1,0,no
67,retired,married,secondary,no,2048,no,no,16,sep,452,5,195,4,yes
48,blue-collar,married,secondary,no,861,no,no,9,feb,49,6,-1,0,no
40,blue-collar,divorced,primary,no,0,yes,no,5,may,962,1,-1,0,no
52,housemaid,married,primary,no,256,no,no,6,aug,137,1,-1,0,no
57,management,married,tertiary,no,246,yes,no,23,jul,322,2,-1,0,no
27,blue-collar,single,secondary,yes,-233,yes,no,6,may,728,1,-1,0,no
48,management,married,tertiary,no,1733,no,no,5,jun,318,3,-1,0,no
31,management,single,tertiary,no,935,no,no,31,jul,64,5,-1,0,no
52,blue-collar,married,secondary,no,0,no,no,2,jun,163,1,-1,0,no
43,management,married,primary,no,62,yes,no,18,jul,96,3,-1,0,no
52,entrepreneur,divorced,secondary,no,302,no,no,19,jun,169,2,-1,0,no
43,services,married,secondary,no,3689,yes,no,20,apr,165,1,321,1,no
33,blue-collar,married,primary,no,211,yes,no,12,may,172,2,-1,0,no
44,blue-collar,single,primary,no,38,yes,no,5,may,157,4,-1,0,no
25,student,single,secondary,no,293,yes,no,5,may,170,2,-1,0,no
34,management,married,primary,no,2026,yes,no,17,jun,100,8,-1,0,no
51,management,single,tertiary,no,1565,yes,no,24,jul,870,3,-1,0,no
56,admin.,single,secondary,no,-13,no,no,16,jun,52,3,-1,0,no
40,admin.,married,secondary,no,3126,yes,no,30,mar,186,2,90,5,no
51,blue-collar,married,primary,no,7098,no,no,6,aug,1471,7,-1,0,yes
40,housemaid,married,secondary,no,949,no,no,8,aug,182,1,-1,0,no
56,technician,married,secondary,no,992,no,no,9,jun,123,1,-1,0,no
42,unemployed,married,secondary,no,1289,no,no,15,jul,250,4,415,2,yes
34,blue-collar,married,primary,no,-398,yes,no,27,feb,47,8,-1,0,no
27,admin.,single,secondary,no,-172,no,yes,9,feb,125,5,-1,0,no
31,blue-collar,married,primary,no,-365,yes,no,15,may,36,1,-1,0,no
58,services,married,secondary,no,10,yes,yes,30,jul,95,5,-1,0,no
33,management,married,tertiary,no,8339,yes,no,5,may,335,2,165,5,no
56,admin.,married,secondary,no,510,yes,no,10,jul,288,1,-1,0,no
52,technician,married,secondary,no,420,no,no,16,may,112,4,-1,0,no
27,admin.,single,secondary,no,4745,no,no,12,nov,411,4,192,1,yes
36,technician,single,tertiary,no,4644,no,no,26,aug,29,12,-1,0,no
33,blue-collar,divorced,secondary,no,86,no,yes,21,nov,183,3,186,1,no
36,management,single,unknown,no,62,no,no,13,jul,311,1,91,2,yes
34,unemployed,single,secondary,no,1928,yes,no,26,may,140,2,-1,0,no
44,self-employed,married,secondary,no,5068,no,no,8,jul,256,2,-1,0,no
47,admin.,single,secondary,no,3957,yes,no,11,may,58,3,334,3,no
30,blue-collar,single,secondary,no,5,yes,no,4,feb,196,1,-1,0,no
60,management,married,tertiary,no,0,yes,no,8,jul,59,1,-1,0,no
54,housemaid,married,secondary,no,1977,no,no,16,jun,69,3,-1,0,no
27,services,single,tertiary,no,9965,yes,no,22,jul,662,1,-1,0,no
43,unemployed,married,secondary,no,0,yes,yes,23,sep,183,2,184,13,yes
60,retired,married,secondary,no,89,no,no,30,apr,156,2,-1,0,no
42,housemaid,married,tertiary,no,-560,yes,yes,9,jul,630,4,-1,0,no
30,management,single,tertiary,no,1269,no,no,28,may,361,2,-1,0,no
37,services,divorced,secondary,no,9,yes,yes,17,jun,411,6,-1,0,no
53,blue-collar,married,primary,no,436,yes,no,29,may,154,1,-1,0,no
29,unemployed,single,primary,no,34,no,no,5,feb,227,1,-1,0,no
47,technician,married,secondary,no,734,yes,no,17,nov,92,3,-1,0,no
50,blue-collar,married,primary,no,-37,yes,no,12,may,78,3,-1,0,no
31,blue-collar,married,secondary,no,1329,yes,yes,9,may,134,1,-1,0,no
33,services,married,secondary,yes,2,no,no,6,may,136,5,-1,0,no
45,services,married,secondary,no,133,no,no,21,nov,358,3,-1,0,no
31,blue-collar,single,secondary,no,23,no,no,21,nov,116,1,-1,0,no
60,retired,married,secondary,no,197,no,no,7,oct,1386,1,-1,0,no
37,services,divorced,secondary,no,523,no,no,20,jun,35,7,-1,0,no
44,services,married,secondary,no,29312,no,no,13,may,226,1,-1,0,no
36,services,married,secondary,no,0,yes,no,30,jul,54,12,-1,0,no
57,admin.,married,primary,no,1119,no,no,30,apr,176,2,-1,0,no
33,management,single,tertiary,no,923,yes,no,30,may,118,6,-1,0,no
34,management,single,tertiary,no,220,yes,no,8,may,63,1,-1,0,no
43,services,married,secondary,no,642,no,no,31,jul,644,2,-1,0,no
44,services,married,secondary,no,163,yes,no,17,nov,73,1,-1,0,no
32,student,single,tertiary,no,61,yes,no,12,may,130,3,-1,0,no
40,admin.,married,secondary,no,-283,no,no,20,jun,253,2,-1,0,no
28,admin.,single,tertiary,no,832,no,no,29,mar,433,3,342,1,yes
32,blue-collar,married,secondary,no,-1500,yes,no,27,may,157,2,-1,0,no
49,management,married,tertiary,no,1887,no,no,18,nov,244,3,-1,0,no
40,technician,married,tertiary,no,516,yes,no,9,feb,175,5,12,1,no
38,admin.,married,secondary,no,70,no,yes,2,jul,199,1,-1,0,no
26,student,single,secondary,no,0,yes,no,5,may,610,2,-1,0,no
34,management,married,tertiary,no,697,no,no,5,aug,166,1,-1,0,no
58,retired,divorced,primary,no,11,no,yes,10,jul,161,5,-1,0,no
35,management,married,tertiary,no,-126,no,no,22,aug,82,2,-1,0,no
45,technician,married,secondary,no,-847,no,yes,22,jul,312,1,-1,0,no
54,self-employed,married,tertiary,no,269,yes,no,17,jul,81,3,-1,0,no
38,admin.,married,secondary,no,755,yes,no,17,feb,120,1,-1,0,yes
36,management,single,secondary,no,302,no,no,28,may,60,6,-1,0,no
58,services,married,secondary,no,688,no,no,6,aug,152,2,-1,0,no
23,student,single,tertiary,no,341,no,no,16,jun,89,2,-1,0,no
59,blue-collar,married,secondary,no,437,yes,no,15,may,73,4,-1,0,no
45,technician,married,secondary,no,1003,yes,no,4,jun,71,1,-1,0,no
40,technician,married,primary,no,210,yes,no,12,may,22,4,-1,0,no
31,technician,single,tertiary,no,882,no,no,4,sep,293,1,93,1,yes
28,technician,single,secondary,no,312,yes,no,6,may,392,1,-1,0,no
36,admin.,married,secondary,no,1601,yes,no,23,may,163,3,-1,0,no
36,management,divorced,tertiary,no,0,no,no,28,aug,81,4,-1,0,no
26,services,single,secondary,no,1095,no,no,28,jan,410,2,-1,0,no
43,technician,married,secondary,no,4056,no,no,4,feb,154,2,-1,0,no
30,admin.,single,secondary,no,-635,no,no,25,jul,250,1,-1,0,no
59,technician,married,secondary,no,283,no,no,25,aug,272,4,-1,0,no
37,blue-collar,single,secondary,no,134,yes,no,8,may,200,1,-1,0,no
36,blue-collar,married,secondary,no,382,yes,no,6,apr,254,1,-1,0,no
46,technician,married,tertiary,no,16,no,no,30,jul,121,3,-1,0,no
31,blue-collar,single,secondary,no,509,yes,no,23,may,183,1,-1,0,no
39,management,married,unknown,no,1253,no,no,2,feb,337,1,-1,0,no
48,technician,married,secondary,no,1939,yes,yes,6,aug,163,2,-1,0,no
57,blue-collar,married,primary,no,1502,yes,no,28,may,269,2,-1,0,no
34,blue-collar,single,secondary,no,0,yes,no,10,jul,307,1,-1,0,no
29,management,single,tertiary,no,2439,no,no,2,feb,263,2,-1,0,no
37,blue-collar,single,secondary,no,5818,no,no,17,jun,652,2,-1,0,no
50,management,married,tertiary,no,2629,yes,no,15,jul,59,4,-1,0,no
35,management,single,tertiary,no,2749,no,no,13,may,127,1,-1,0,no
59,unemployed,married,tertiary,no,6,yes,no,9,jul,275,1,-1,0,no
48,blue-collar,married,primary,no,329,no,yes,23,jul,85,6,-1,0,no
41,management,married,tertiary,no,393,yes,no,8,may,110,2,-1,0,no
47,management,married,primary,no,1222,yes,no,8,may,28,3,-1,0,no
37,unemployed,married,secondary,no,924,yes,no,9,feb,181,9,-1,0,no
54,blue-collar,married,secondary,no,153,no,no,20,jun,7,12,-1,0,no
26,services,single,secondary,no,8206,yes,no,13,may,213,2,-1,0,no
31,services,married,secondary,no,525,yes,yes,21,may,159,1,-1,0,no
32,admin.,single,secondary,no,2817,yes,no,21,nov,195,1,-1,0,no
32,blue-collar,single,secondary,no,2,no,no,9,may,144,2,-1,0,no
47,admin.,married,secondary,no,24556,no,no,20,oct,309,1,-1,0,no
53,management,divorced,secondary,no,425,no,no,15,jul,416,3,-1,0,no
33,student,single,secondary,no,1883,yes,no,3,feb,121,5,256,1,no
41,management,married,secondary,no,41,yes,no,8,may,177,2,364,6,no
53,admin.,married,tertiary,no,1379,no,no,4,aug,68,1,-1,0,no
41,blue-collar,married,primary,no,484,yes,no,7,jul,321,3,-1,0,no
57,housemaid,married,primary,no,625,no,yes,11,jun,867,1,-1,0,yes
36,self-employed,married,secondary,no,1245,yes,no,9,feb,8,7,248,9,no
50,blue-collar,married,primary,no,2212,yes,no,15,may,116,1,-1,0,no
38,blue-collar,married,secondary,no,2342,no,no,12,jun,136,2,-1,0,no
32,services,married,secondary,no,914,no,no,15,jun,372,1,-1,0,yes
44,admin.,single,secondary,no,-497,yes,no,11,may,115,2,370,2,no
50,management,married,tertiary,no,782,no,no,16,jul,335,1,-1,0,no
42,entrepreneur,married,tertiary,no,373,no,no,17,nov,174,1,154,3,no
38,technician,married,secondary,no,922,yes,yes,17,jul,388,2,-1,0,no
50,blue-collar,married,primary,no,2142,yes,no,29,jan,309,2,224,1,no
34,management,married,tertiary,no,63,no,no,8,aug,94,2,-1,0,no
41,services,married,secondary,no,56,yes,no,31,jul,63,21,-1,0,no
56,blue-collar,married,primary,no,3206,no,no,18,aug,129,3,-1,0,no
34,management,single,tertiary,no,2187,yes,no,4,may,26,5,-1,0,no
40,admin.,single,secondary,no,419,no,yes,28,jul,100,16,-1,0,no
30,management,married,secondary,no,-559,yes,yes,21,nov,531,1,184,1,no
51,blue-collar,married,primary,no,4497,yes,no,15,may,276,3,-1,0,no
52,services,married,secondary,no,774,yes,no,8,may,159,1,-1,0,no
36,unemployed,divorced,secondary,no,5,yes,no,8,jul,305,1,-1,0,no
30,management,single,tertiary,no,7845,yes,no,3,jun,59,1,-1,0,no
40,self-employed,divorced,tertiary,no,4647,yes,no,8,may,330,2,-1,0,no
59,retired,married,tertiary,no,135,yes,no,17,nov,94,1,-1,0,no
56,services,divorced,secondary,no,450,no,no,9,jun,47,1,-1,0,no
43,technician,married,secondary,no,1824,yes,no,8,may,296,1,-1,0,no
58,admin.,married,secondary,no,3496,yes,no,2,jun,111,4,-1,0,no
87,retired,divorced,primary,no,6746,no,no,21,oct,749,1,-1,0,yes
60,management,divorced,primary,no,2694,no,no,6,jul,295,1,-1,0,no
40,blue-collar,single,secondary,no,169,yes,no,20,apr,214,1,346,1,no
45,entrepreneur,divorced,tertiary,no,-395,yes,no,13,may,470,1,-1,0,yes
41,blue-collar,divorced,secondary,no,793,yes,no,15,may,123,1,365,1,no
60,admin.,married,unknown,no,478,no,no,11,sep,324,8,-1,0,no
47,self-employed,divorced,secondary,no,8515,yes,no,20,nov,14,7,112,4,no
56,management,single,tertiary,no,545,yes,no,29,jan,86,1,-1,0,no
48,retired,married,tertiary,no,4,no,yes,23,jul,70,5,-1,0,no
30,technician,single,secondary,no,-127,no,no,7,aug,76,3,-1,0,no
45,management,divorced,tertiary,no,2096,no,no,21,nov,127,1,100,2,no
58,retired,married,secondary,no,425,yes,yes,17,nov,100,1,-1,0,no
32,blue-collar,single,secondary,no,476,yes,yes,19,may,503,2,-1,0,no
26,services,married,secondary,no,682,yes,yes,5,jun,166,2,-1,0,no
48,management,married,tertiary,no,-1232,yes,no,6,jun,183,1,-1,0,no
38,blue-collar,single,primary,no,419,yes,no,20,may,656,1,-1,0,no
55,services,married,secondary,no,617,yes,no,20,apr,529,3,-1,0,no
34,services,married,secondary,no,-52,no,no,13,aug,12,1,-1,0,no
61,management,married,unknown,no,264,no,no,29,jul,270,1,178,1,yes
37,admin.,single,tertiary,no,3954,yes,no,17,apr,238,1,331,1,no
26,admin.,single,secondary,no,125,no,no,4,aug,92,1,118,6,no
31,admin.,single,primary,no,-263,yes,no,3,jun,208,1,-1,0,no
30,admin.,single,unknown,yes,1,no,no,9,may,307,1,-1,0,no
43,technician,divorced,secondary,no,0,no,no,19,aug,332,3,-1,0,no
39,blue-collar,married,secondary,no,360,yes,no,29,jan,325,2,260,2,no
51,management,married,tertiary,no,994,no,no,28,may,414,3,-1,0,no
35,self-employed,married,secondary,no,28,no,yes,2,jul,159,3,-1,0,no
56,management,divorced,tertiary,no,-676,yes,yes,27,may,181,1,-1,0,no
38,blue-collar,married,secondary,no,1407,yes,no,14,may,169,3,174,7,no
37,entrepreneur,married,secondary,no,351,yes,no,5,jun,169,3,-1,0,no
60,management,married,secondary,no,0,no,no,20,may,321,4,87,8,no
59,retired,married,secondary,no,2376,no,no,13,may,766,1,-1,0,no
36,services,married,secondary,no,526,yes,no,17,apr,333,2,324,1,no
37,management,married,tertiary,no,900,yes,no,25,may,116,1,18,3,no
