a,b,c,class
165,182,233,1
31,31,7,2
166,184,237,1
143,161,224,1
201,200,162,2
138,134,85,2
142,133,130,2
163,161,113,2
52,99,153,1
200,199,161,2
37,90,140,1
182,179,135,2
0,2,184,2
165,163,115,2
162,169,124,2
2,132,102,2
205,204,170,2
162,199,255,1
162,161,117,2
66,63,166,2
15,14,0,2
195,193,152,2
176,175,131,2
128,255,0,2
175,174,130,2
169,165,116,2
180,179,135,2
111,152,215,1
125,137,143,2
108,149,218,1
170,169,119,2
201,197,162,2
202,200,165,2
53,54,20,2
200,198,164,2
8,7,0,2
127,163,227,1
23,21,3,2
100,144,221,1
114,146,217,1
53,57,22,2
25,29,18,2
83,119,189,1
199,197,162,2
30,31,5,2
200,198,163,2
156,95,217,2
169,172,127,2
128,130,84,2
177,91,145,2
55,103,167,1
133,143,97,2
193,192,154,2
193,190,145,2
52,93,142,1
177,176,126,2
107,147,212,1
13,13,0,2
137,182,249,1
45,99,152,1
3,2,0,2
198,199,157,2
150,191,254,1
201,200,162,2
61,62,20,2
0,0,255,2
44,68,126,1
164,163,112,2
63,68,23,2
195,194,156,2
156,193,255,1
167,166,116,2
198,195,164,2
41,41,17,2
53,54,20,2
184,183,139,2
115,116,66,2
162,165,119,2
48,49,40,2
175,176,132,2
165,164,114,2
175,172,127,2
189,187,152,2
150,175,239,1
61,61,21,2
118,157,209,1
45,103,155,1
45,92,143,1
16,14,6,2
107,182,106,2
198,196,162,2
78,91,129,1
4,2,1,2
177,191,243,1
102,140,204,1
130,134,93,2
59,126,195,1
167,164,113,2
118,117,59,2
141,144,95,2
179,177,129,2
148,180,229,1
68,69,25,2
171,170,119,2
13,255,255,2
109,115,168,1
132,135,90,2
181,178,134,2
124,157,226,1
155,158,119,2
115,157,210,1
140,140,86,2
61,105,158,1
178,179,137,2
202,201,163,2
56,57,25,2
50,52,16,2
155,162,125,2
15,12,0,2
168,166,112,2
197,196,162,2
124,170,224,1
60,60,46,2
151,154,108,2
39,38,17,2
85,87,41,2
96,100,153,1
151,163,227,1
50,50,36,2
15,13,2,2
40,9,230,2
251,249,191,2
164,163,113,2
55,56,22,2
53,97,144,1
11,5,166,2
192,190,150,2
36,27,131,2
98,117,168,1
41,37,12,2
71,74,28,2
32,33,7,2
115,227,249,2
128,255,255,2
195,193,153,2
193,192,148,2
147,176,221,1
15,14,0,2
172,171,121,2
187,186,142,2
199,197,162,2
131,170,222,1
175,186,118,2
65,121,176,1
112,149,205,1
102,152,228,1
186,112,178,2
172,170,122,2
3,5,0,2
50,102,148,1
201,199,164,2
16,15,1,2
178,176,128,2
61,63,27,2
142,170,235,1
55,60,21,2
12,40,17,2
2,1,3,2
0,1,2,2
124,163,215,1
154,166,230,1
164,164,116,2
101,94,155,2
164,163,113,2
242,247,250,2
107,151,222,1
145,147,105,2
192,195,203,2
167,166,115,2
95,150,225,1
202,125,69,2
98,144,221,1
187,186,160,2
231,213,76,2
178,175,131,2
73,75,29,2
166,163,112,2
48,255,255,2
165,164,114,2
176,190,243,1
246,251,250,2
128,255,255,2
54,55,21,2
202,201,163,2
138,179,228,1
168,185,241,1
54,54,18,2
21,22,2,2
198,198,158,2
175,172,127,2
215,217,205,2
149,152,106,2
118,117,59,2
126,197,194,2
177,176,125,2
139,176,228,1
144,166,231,1
111,110,54,2
158,187,232,1
9,148,50,2
181,176,131,2
173,172,122,2
152,185,230,1
251,253,254,2
181,175,134,2
74,76,30,2
188,185,164,2
122,121,63,2
53,52,18,2
173,187,240,1
153,152,94,2
201,200,162,2
99,101,55,2
176,173,129,2
170,171,129,2
161,160,109,2
76,135,204,1
182,177,138,2
164,163,113,2
132,136,101,2
138,141,92,2
107,145,199,1
158,161,122,2
181,178,134,2
238,244,249,2
136,132,83,2
135,139,104,2
223,193,92,2
197,195,161,2
183,180,136,2
173,142,97,2
0,1,1,2
194,193,155,2
173,168,129,2
154,157,125,2
255,254,255,2
126,58,105,2
78,105,172,1
130,159,226,1
108,94,106,2
149,153,117,2
154,155,105,2
121,154,223,1
189,187,147,2
86,53,214,2
43,42,8,2
138,139,89,2
245,250,249,2
44,95,151,1
190,191,149,2
98,116,169,1
201,200,162,2
106,209,204,2
199,195,160,2
1,2,0,2
178,173,128,2
123,154,223,1
149,170,231,1
81,84,35,2
16,8,185,2
177,176,126,2
177,176,132,2
141,140,82,2
16,200,254,2
193,192,154,2
16,13,0,2
170,166,117,2
73,76,27,2
181,178,134,2
125,184,234,2
63,65,43,2
228,210,203,2
35,34,8,2
170,184,233,1
0,1,1,2
180,177,132,2
104,132,102,2
58,56,46,2
146,170,230,1
189,183,140,2
172,184,232,1
14,14,0,2
175,173,125,2
179,178,134,2
180,178,137,2
142,132,252,2
175,175,129,2
57,125,192,1
175,175,129,2
56,61,22,2
119,149,208,1
165,163,122,2
59,103,156,1
20,17,2,2
127,157,212,1
37,40,8,2
140,139,83,2
94,94,34,2
95,142,223,1
129,131,89,2
139,75,97,2
125,50,124,2
55,56,16,2
138,139,89,2
151,150,99,2
17,18,8,2
24,25,15,2
197,195,161,2
93,91,37,2
181,179,131,2
219,203,191,2
161,161,121,2
188,186,146,2
54,55,21,2
29,30,10,2
59,58,14,2
79,80,30,2
59,59,59,2
58,62,21,2
63,64,20,2
131,131,95,2
89,88,37,2
51,51,51,2
149,152,103,2
173,171,123,2
201,212,255,1
201,200,162,2
164,164,118,2
49,95,142,1
163,162,142,2
122,156,215,1
125,76,92,2
56,53,38,2
52,52,16,2
173,187,239,1
191,192,148,2
21,45,27,2
173,141,98,2
161,158,107,2
138,136,82,2
219,204,188,2
156,160,125,2
200,199,161,2
183,187,182,2
146,166,231,1
171,187,230,1
187,186,142,2
186,185,141,2
167,211,255,1
60,59,15,2
0,0,185,2
201,200,162,2
116,84,9,2
105,78,64,2
166,166,120,2
158,161,116,2
181,178,133,2
163,177,229,1
170,170,122,2
133,137,88,2
100,108,55,2
154,157,112,2
107,99,110,2
51,106,151,1
54,55,21,2
187,187,147,2
34,36,7,2
90,121,184,1
118,164,218,1
164,160,112,2
178,175,131,2
163,162,111,2
26,31,29,2
66,68,22,2
155,157,135,2
158,159,119,2
186,180,137,2
128,255,255,2
167,166,115,2
157,161,126,2
176,174,126,2
171,170,119,2
49,50,16,2
53,57,21,2
170,169,118,2
128,128,128,2
94,96,50,2
55,56,17,2
167,165,111,2
95,146,226,1
236,243,246,2
183,183,137,2
196,194,159,2
189,211,209,2
75,78,32,2
166,182,228,1
130,134,93,2
205,203,173,2
172,186,235,1
2,3,1,2
178,175,131,2
148,186,216,1
168,164,115,2
183,182,138,2
54,55,21,2
138,142,93,2
198,198,158,2
32,33,7,2
173,174,132,2
20,17,2,2
221,226,255,1
2,139,108,2
104,143,205,1
64,64,18,2
142,141,85,2
186,186,140,2
79,80,30,2
170,169,119,2
159,162,113,2
58,100,83,2
120,161,210,1
151,175,235,1
92,88,147,2
183,180,135,2
121,121,67,2
199,197,163,2
54,55,21,2
82,48,208,2
198,196,161,2
107,82,250,2
79,88,126,1
177,178,134,2
156,193,255,1
199,197,163,2
154,192,255,1
92,118,142,1
236,222,216,2
163,162,112,2
41,205,217,2
203,202,168,2
72,74,28,2
78,84,131,1
63,133,200,1
167,163,114,2
95,142,216,1
59,60,34,2
62,127,202,1
149,149,101,2
184,181,137,2
167,165,124,2
35,37,7,2
156,160,119,2
146,188,253,1
173,178,109,2
51,102,164,1
48,50,14,2
92,10,0,2
148,186,250,1
172,173,131,2
188,186,145,2
181,178,134,2
51,51,11,2
42,95,146,1
136,145,88,2
35,74,42,2
130,161,230,1
154,156,110,2
1,4,0,2
22,48,25,2
182,181,137,2
127,101,85,2
142,140,86,2
55,54,26,2
179,176,131,2
202,198,163,2
177,174,129,2
180,180,132,2
149,189,241,1
138,141,92,2
174,172,124,2
205,203,173,2
56,57,23,2
34,33,23,2
139,166,230,1
144,143,87,2
165,186,248,1
160,163,124,2
100,147,221,1
165,165,117,2
138,140,88,2
193,92,118,2
159,161,125,2
181,178,134,2
140,145,94,2
49,66,123,1
