loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,class
3000,3000,3000,36 months,11.49,98.92,B,B5,Warehouse Worker,4 years,RENT,18734.73,Verified,Fully Paid,088xx,NJ,17.75,0,1,,,9,0,7999,51.9,22,f,0,0,3208.823106,3208.82,3000,208.82,2421.29,0,0,0,9803,1,0,0,121,1804,14,2,2,3890,35,15400,0,0,1,other
16000,16000,16000,60 months,18.99,414.97,D,D3,AVP Financial Advisor,1 year,OWN,100000,Source Verified,Current,337xx,FL,24.86,0,0,,,8,0,50849,38.2,26,w,13486.85,13486.85,5767.38,5767.38,2513.15,3254.23,414.97,0,0,0,125481,0,2,4,10,72523,72,1,2,11499,48,106900,0,0,0,debt_consolidation
5000,5000,5000,36 months,16.02,175.84,C,C5,Sales,5 years,MORTGAGE,160000,Source Verified,Current,774xx,TX,5.53,0,0,57,,4,0,13976,36.8,9,w,4205.1,4205.1,1226.43,1226.43,794.9,431.53,175.84,0,0,0,22872,0,1,1,7,8896,29,0,0,10331,33,38000,1,0,1,other
8650,8650,8650,36 months,12.74,290.38,C,C1,Store team leader,6 years,RENT,123000,Source Verified,Current,946xx,CA,3.19,1,0,15,,11,0,2961,80,37,w,6123.28,6123.28,3437.14,3437.14,2526.72,910.42,290.38,0,0,50,12874,0,0,0,76,9913,50,1,1,1358,55,3700,0,0,1,debt_consolidation
24000,24000,24000,60 months,17.99,609.32,D,D2,QC Underwriter,7 years,MORTGAGE,73000,Source Verified,Late (31-120 days),300xx,GA,6.43,0,1,41,82,8,2,12237,58.8,14,w,21614.84,21614.84,5459.89,5459.89,2385.16,3074.73,609.32,0,0,1179,247772,1,0,0,83,0,,3,6,4002,59,20800,0,0,5,debt_consolidation
16000,16000,16000,36 months,13.49,542.89,C,C2,Supervisor,10+ years,MORTGAGE,90000,Source Verified,In Grace Period,921xx,CA,9.48,2,1,17,,10,0,1363,9,24,w,10510.58,10510.58,7642.75,7642.75,5489.42,2126.19,542.89,0,0,0,207990,1,0,1,13,37997,,3,4,987,9,15100,2,0,2,house
27100,27100,27100,36 months,15.05,940.1,C,C4,Care Manager,2 years,RENT,80000,Verified,Current,084xx,NJ,30.77,2,1,1,116,19,1,12841,48,26,w,24022.67,24022.67,4655.18,4655.18,3077.33,1577.85,940.1,0,1,0,140801,1,1,2,6,127960,121,2,4,7110,48,26700,1,0,2,debt_consolidation
2000,2000,2000,36 months,16.99,71.3,D,D1,Pkg  handler,10+ years,RENT,20000,Not Verified,Fully Paid,339xx,FL,23.71,0,0,,36,7,2,3491,14.2,9,w,0,0,2146.953588,2146.95,2000,146.95,1863.64,0,0,0,17428,1,1,1,12,13937,87,1,2,2516,43,24600,0,0,2,other
15000,15000,14750,36 months,8.39,472.75,B,B1,Bus Driver,2 years,RENT,48000,Not Verified,Charged Off,917xx,CA,12.4,0,3,,65,5,1,6564,30,16,f,0,0,4125.39,4056.63,2246.19,583.32,472.75,0,0,0,9739,1,1,1,12,3175,79,1,2,5292,30,22250,0,0,2,debt_consolidation
35000,35000,35000,60 months,15.99,850.95,C,C5,Sales Representative,1 year,RENT,190000,Source Verified,Current,972xx,OR,7.57,0,1,,,8,0,1364,1.5,12,w,31348.49,31348.49,7627.46,7627.46,3651.51,3975.95,850.95,0,0,0,41605,4,1,1,3,40241,,3,3,1364,2,90000,0,0,2,small_business
6000,6000,6000,36 months,8.24,188.69,B,B1,District Manager,< 1 year,OWN,69000,Source Verified,Current,045xx,ME,16.94,1,0,12,,8,0,3811,81.1,16,w,4791.33,4791.33,1506.77,1506.77,1208.67,298.1,188.69,0,0,0,29635,0,0,1,13,25824,54,0,0,1333,56,4700,3,5,0,credit_card
10000,10000,10000,36 months,11.49,329.72,B,B5,Practice Coordinator,2 years,RENT,60249,Source Verified,Current,946xx,CA,17.99,1,0,15,,17,0,9897,45.6,30,w,8064.29,8064.29,2666.49,2666.49,1935.71,730.78,329.72,0,0,535,58425,1,0,1,16,48528,116,1,1,7802,92,21700,0,0,0,debt_consolidation
16000,16000,16000,36 months,8.49,505.01,B,B1,AVP Technology,5 years,MORTGAGE,134000,Not Verified,Current,112xx,NY,12.89,0,1,,,9,0,11605,37.1,33,w,6080.7,6080.7,11768.68,11768.68,9919.3,1849.38,505.01,0,0,0,414687,1,1,3,6,25427,60,0,0,1234,52,31300,0,3,3,home_improvement
6050,6050,6050,36 months,13.99,206.75,C,C3,Review Appraiser,1 year,RENT,77000,Source Verified,Current,010xx,MA,12.38,0,0,,87,11,2,6615,34.3,20,f,3505.21,3505.21,3510.05,3510.05,2544.79,965.26,206.75,0,0,408,21003,5,1,3,10,14388,60,6,6,2083,49,19300,1,0,3,moving
10000,10000,10000,36 months,7.99,313.32,A,A5,Sr Planner,5 years,RENT,70000,Verified,Current,606xx,IL,14.66,0,1,,,7,0,10677,23,15,w,8237.96,8237.96,2188.8,2188.8,1762.04,426.76,313.32,0,0,0,27844,0,1,1,8,17167,86,0,1,8279,42,46500,1,0,2,credit_card
5000,5000,5000,36 months,12.62,167.56,C,C1,Staff accountant,1 year,OWN,35000,Source Verified,Current,799xx,TX,30.66,0,0,,,20,0,19138,45.5,24,w,4651.43,4651.43,495.67,495.67,348.57,147.1,167.56,0,0,0,31438,2,0,1,14,12300,89,4,6,4689,56,42100,0,2,1,medical
8000,8000,8000,36 months,12.74,268.56,C,C1,Project Coordinator II,< 1 year,RENT,46000,Not Verified,Current,085xx,NJ,33.71,4,0,15,,8,0,2221,38.3,24,w,5454.71,5454.71,3485.62,3485.62,2545.29,940.33,268.56,0,0,0,176948,0,2,2,9,169120,129,0,0,2221,117,5800,1,0,2,debt_consolidation
8000,8000,8000,36 months,14.08,273.74,C,C3,Manager,5 years,RENT,45000,Source Verified,Current,980xx,WA,20.21,2,1,10,,9,0,13324,67.3,13,w,7171.32,7171.32,1129.02,1129.02,828.68,300.34,273.74,0,0,0,24642,1,0,0,33,11318,60,1,1,6043,64,19800,0,0,1,debt_consolidation
5000,5000,5000,36 months,8.39,157.59,B,B1,Sales Associate,< 1 year,MORTGAGE,35000,Source Verified,Fully Paid,648xx,MO,1.75,0,0,72,,5,0,757,10.8,19,f,0,0,5218.217018,5218.22,5000,218.22,4432.6,0,0,1966,88867,2,1,1,5,0,,1,1,757,11,7000,0,1,3,debt_consolidation
32000,32000,32000,60 months,13.49,736.16,C,C2,Technical Analyst,10+ years,MORTGAGE,106000,Source Verified,Fully Paid,617xx,IL,18.34,0,1,68,,10,0,11713,37.2,18,w,0,0,36105.12673,36105.13,32000,4105.13,27949.4,0,0,0,251015,0,0,0,25,38750,39,2,4,8474,38,31500,2,0,3,debt_consolidation
5000,5000,5000,36 months,23.99,196.14,E,E2,Cable Splicer,3 years,MORTGAGE,48000,Verified,Current,300xx,GA,17.75,0,1,52,81,8,1,4150,54.6,11,w,3336.79,3336.79,2935.44,2935.44,1663.21,1272.23,196.14,0,0,178,19764,1,0,1,23,15614,76,3,5,787,70,7600,5,0,5,small_business
17500,17500,17500,36 months,13.67,595.31,C,C3,Biostatistician,2 years,RENT,46000,Source Verified,Current,631xx,MO,38.29,0,0,31,,33,0,18847,62.6,58,w,8662.35,8662.35,11879.62,11879.62,8837.65,3041.97,595.31,0,0,0,273269,1,0,1,23,254422,107,2,2,5988,102,30100,1,0,2,credit_card
10000,10000,10000,36 months,9.44,320.05,B,B1,Driver,10+ years,RENT,31000,Not Verified,Current,160xx,PA,28.49,1,0,15,,18,0,26964,39.5,38,f,9270.14,9270.14,954.91,954.91,729.86,225.05,320.05,0,0,0,26964,0,0,0,96,0,,0,1,9500,40,68200,0,4,0,credit_card
9000,9000,9000,36 months,11.49,296.75,B,B5,Transporter,6 years,RENT,36000,Verified,Current,065xx,CT,20.33,0,0,,,7,0,3490,50.6,9,w,7030.59,7030.59,2665.01,2665.01,1969.41,695.6,296.75,0,0,457,25762,2,1,1,11,22045,81,3,3,2734,75,6900,3,0,5,credit_card
20000,20000,20000,60 months,12.74,452.41,C,C1,Gas mechanic,< 1 year,RENT,120000,Verified,Current,108xx,NY,10.91,2,0,5,,10,0,13875,31.6,16,w,17481.23,17481.23,4509.94,4509.94,2518.77,1991.17,452.41,1,0,437,27953,1,1,1,11,14078,104,1,1,6031,46,43900,0,0,2,debt_consolidation
6650,6650,6650,36 months,11.39,218.95,B,B3,Account Manager,9 years,MORTGAGE,60000,Source Verified,Current,303xx,GA,24.52,0,0,,84,18,1,15862,42,30,w,5194.35,5194.35,1974.56,1974.56,1455.65,518.91,218.95,0,0,0,224840,0,0,2,18,29361,79,4,8,1975,60,37800,3,0,2,debt_consolidation
15000,15000,15000,36 months,12.74,503.54,C,C1,physician,10+ years,OWN,545000,Verified,Current,341xx,FL,3.52,2,0,1,,7,0,0,0,26,w,12511.84,12511.84,3503.55,3503.55,2488.16,1015.39,503.54,0,1,114,1989282,0,0,0,81,98353,151,1,1,0,118,3000,1,0,5,medical
35000,35000,35000,36 months,17.09,1249.42,D,D1,Broker,4 years,RENT,100000,Verified,Current,280xx,NC,32.83,2,2,2,,11,0,50461,81,27,f,31931.37,31931.37,4964.45,4964.45,3068.63,1895.82,1249.42,1,0,70,116959,1,1,1,9,66498,65,1,2,21676,81,62550,0,0,1,debt_consolidation
30000,30000,30000,60 months,9.44,629.18,B,B1,Bank Examiner,10+ years,MORTGAGE,76000,Not Verified,Current,652xx,MO,23.75,0,0,,,18,0,10528,10.8,47,w,29210.54,29210.54,1305.56,1305.56,789.46,516.1,629.18,0,0,0,262349,0,1,2,8,58423,61,2,3,7959,26,97400,1,5,0,debt_consolidation
2400,2400,2400,36 months,8.24,75.48,B,B1,Electrcian,< 1 year,MORTGAGE,42166,Verified,Current,495xx,MI,18.05,1,0,5,,12,0,12703,27.3,22,f,1917.56,1917.56,619.94,619.94,482.44,122.5,75.48,0,0,0,100943,0,0,0,36,3934,28,0,0,3594,28,46500,0,2,0,other
7000,7000,7000,36 months,7.21,216.82,A,A3,"Mlt, ht ",10+ years,MORTGAGE,52000,Not Verified,Current,433xx,OH,24.19,0,0,,,13,0,8851,16,18,w,5754.4,5754.4,1514.94,1514.94,1245.6,269.34,216.82,0,0,0,112205,0,0,1,16,39674,37,0,4,1702,20,55200,0,0,0,debt_consolidation
32950,32950,32950,60 months,19.99,872.8,D,D4,Project Manager,10+ years,MORTGAGE,250000,Verified,Current,017xx,MA,19.97,0,1,,,21,0,166709,94,41,w,30202.51,30202.51,6979.76,6979.76,2747.49,4232.27,906.75,0,0,0,625783,1,0,2,19,52080,71,4,4,23533,94,176569,1,2,4,debt_consolidation
10000,10000,10000,36 months,16.99,356.48,D,D1,Nurse,10+ years,MORTGAGE,36000,Not Verified,Current,283xx,NC,21.81,0,1,29,,17,0,8913,19.3,33,f,8432.69,8432.69,2494.3,2494.3,1567.31,909.17,356.48,0,0,0,16120,4,2,3,10,7207,92,5,8,2585,30,46200,0,0,1,debt_consolidation
10000,10000,10000,36 months,12.74,335.69,C,C1,Dock worker,< 1 year,RENT,35000,Source Verified,Current,802xx,CO,8.54,0,0,,,3,0,3531,92.9,3,w,7336.86,7336.86,3674.9,3674.9,2663.14,1011.76,335.69,0,0,0,5011,0,0,0,27,1480,30,1,1,2240,57,3800,0,0,2,debt_consolidation
3500,3500,3500,36 months,12.74,117.5,C,C1,Sales,2 years,RENT,30000,Source Verified,Current,143xx,NY,10.4,0,0,27,,18,0,1347,14.3,32,w,2294.2,2294.2,1642.52,1642.52,1205.8,436.72,117.5,0,0,782,42662,1,0,3,13,41315,97,2,2,1347,82,9400,4,2,2,debt_consolidation
14425,14425,14425,36 months,7.39,447.98,A,A4,Librarian Assistant,7 years,MORTGAGE,32000,Verified,Current,473xx,IN,29.78,0,0,67,91,10,1,557,4.6,20,w,7610.6,7610.6,8057.72,8057.72,6814.4,1243.32,447.98,0,0,0,109716,0,0,0,28,19938,43,0,1,69,35,12200,0,2,0,debt_consolidation
28800,28800,28800,60 months,10.75,622.6,B,B4,Terrazzo Finisher,9 years,OWN,60000,Source Verified,Current,081xx,NJ,21.58,0,0,28,,5,0,17880,95.6,10,w,19977.26,19977.26,13680,13680,8822.74,4857.26,622.6,0,0,0,182204,0,0,0,44,17019,40,0,0,12706,57,18700,0,0,0,credit_card
30000,30000,30000,60 months,16.02,729.87,C,C5,Educator,10+ years,MORTGAGE,91000,Source Verified,Fully Paid,027xx,MA,26.02,0,0,,,12,0,34276,82,28,w,0,0,31701.70439,31701.7,30000,1701.7,29538.79,0,0,0,160718,2,2,2,6,38488,69,1,1,11299,75,41800,0,1,0,credit_card
40000,40000,40000,60 months,19.03,1038.29,D,D3,Outside,< 1 year,MORTGAGE,119000,Verified,Current,410xx,KY,28.59,0,1,,,24,0,46570,66.2,37,w,38768.81,38768.81,3072.58,3072.58,1231.19,1841.39,1038.29,0,0,0,253478,1,1,2,5,49079,99,1,1,12420,72,70400,1,0,1,debt_consolidation
12800,12800,12800,36 months,10.75,417.55,B,B4,testing tech,4 years,RENT,43000,Verified,Charged Off,782xx,TX,30.28,0,1,74,,11,0,5665,46.4,15,w,0,0,6216.8,6216.8,3817.36,1185.6,417.55,0,0,0,48268,0,0,1,24,42603,72,1,2,1814,68,12200,4,2,6,debt_consolidation
16000,16000,16000,60 months,17.09,398.42,D,D1,Accounting Specialist,< 1 year,MORTGAGE,42000,Source Verified,Current,751xx,TX,14.34,0,0,33,,7,0,21023,79,14,w,15122.6,15122.6,1976.91,1976.91,877.4,1099.51,398.42,0,0,349,330834,2,0,3,18,11296,94,1,3,3458,84,26600,4,1,1,debt_consolidation
10000,10000,10000,60 months,11.47,219.78,B,B5,SALES,8 years,MORTGAGE,60000,Not Verified,Current,838xx,ID,30.82,0,1,,,10,0,10980,63.1,34,w,7277.04,7277.04,4382.86,4382.86,2722.96,1659.9,219.78,0,0,0,341613,2,1,2,12,59600,54,1,1,5973,57,17400,0,13,3,debt_consolidation
32000,32000,32000,60 months,29.69,1029.23,F,F2,Executive Director,10+ years,OWN,650000,Verified,Current,070xx,NJ,13.28,0,0,47,,23,0,113583,69.9,49,w,30752.28,30752.28,5014.19,5014.19,1247.72,3766.47,1029.23,0,0,0,1054961,1,3,8,1,186982,79,1,1,27317,73,235900,2,0,2,debt_consolidation
2500,2500,2500,36 months,17.99,90.37,D,D2,Customer service,10+ years,MORTGAGE,60000,Source Verified,Fully Paid,604xx,IL,13.32,0,4,72,66,10,1,6062,51,24,w,0,0,2501.63,2501.63,2500,1.63,2506.63,0,0,78,28389,2,1,1,7,22327,94,5,7,2887,51,12000,1,0,7,credit_card
25000,25000,25000,60 months,15.99,607.82,C,C5,"Director, Range Management ",10+ years,MORTGAGE,150000,Source Verified,Fully Paid,925xx,CA,6.14,0,1,64,52,11,4,21080,70,20,w,0,0,27001.91286,27001.91,25000,2001.91,24007.23,0,0,0,350899,1,1,1,2,13750,100,1,3,14931,79,30100,1,1,3,debt_consolidation
12000,12000,12000,36 months,12.74,402.83,C,C1,PRESIDENT,3 years,RENT,56000,Source Verified,Charged Off,330xx,FL,5.64,0,1,,,6,0,6578,45.7,7,w,0,0,1594.33,1594.33,1119.39,474.94,402.83,0,0,0,6578,0,0,0,,0,,0,2,2647,46,14400,3,0,5,debt_consolidation
24775,24775,24775,60 months,18.06,629.94,D,D2,Gas mechanic tech 2,3 years,MORTGAGE,100000,Verified,Late (31-120 days),882xx,NM,29.51,0,1,35,57,10,2,10104,84.9,52,w,24256.98,24256.98,1235.02,1235.02,518.02,717,629.94,0,0,0,145883,2,0,2,13,135779,70,2,6,2915,75,11900,1,0,1,debt_consolidation
10000,10000,10000,36 months,14.08,342.17,C,C3,Data entry,10+ years,MORTGAGE,30000,Not Verified,Current,156xx,PA,17.24,0,1,61,,8,0,12653,55.7,15,w,8849.12,8849.12,1695.21,1695.21,1150.88,544.33,342.17,0,0,0,67023,1,1,2,4,3896,97,0,2,5466,62,22700,0,0,1,credit_card
15075,15075,15075,36 months,12.88,507.07,C,C2,sales,3 years,OWN,90000,Not Verified,Current,492xx,MI,6.52,1,0,,60,8,1,1814,21,18,f,6123.95,6123.95,11651.82,11651.82,8951.05,2700.77,507.07,0,0,58,10324,2,0,0,37,8510,50,2,5,623,21,8700,0,1,3,home_improvement
24000,24000,24000,36 months,9.16,764.99,B,B2,Physician Assistant,4 years,RENT,117000,Source Verified,Current,432xx,OH,14.24,0,0,,,25,0,29103,86.4,31,w,12152.7,12152.7,14510.38,14510.38,11847.3,2663.08,764.99,0,0,0,257822,0,0,1,23,228719,114,1,2,7341,108,33700,1,0,0,debt_consolidation
10000,10000,10000,36 months,11.49,329.72,B,B5,Purchasing,2 years,RENT,60000,Not Verified,Current,481xx,MI,30.76,1,2,8,,19,0,7427,21.8,34,w,7556.87,7556.87,3284.43,3284.43,2443.13,841.3,329.72,0,0,0,51332,4,1,1,3,43905,70,3,3,5849,53,34100,1,1,2,credit_card
25000,25000,25000,36 months,13.49,848.27,C,C2,Sr Business Development Manager,< 1 year,MORTGAGE,150000,Source Verified,Current,727xx,AR,14.31,0,2,78,,12,0,35607,43.8,29,f,18397.68,18397.68,9312.23,9312.23,6602.32,2709.91,848.27,0,0,0,587971,2,1,2,8,30767,59,2,2,11321,50,81300,1,3,9,home_improvement
18000,18000,18000,60 months,24.99,528.22,E,E4,manager,10+ years,MORTGAGE,69000,Verified,Fully Paid,341xx,FL,17.96,0,3,,115,31,1,6216,6.7,45,w,0,0,19731.39,19731.39,18000,1731.39,18196.71,0,0,0,229039,12,3,3,4,42989,94,20,22,1000,36,92800,3,2,10,debt_consolidation
3000,3000,3000,36 months,12.62,100.54,C,C1,Document clerk,7 years,MORTGAGE,32400,Verified,Current,191xx,PA,29.93,0,0,,,4,0,1417,88.6,14,w,2719.66,2719.66,397.95,397.95,280.34,117.61,100.54,0,0,0,28808,1,1,1,5,27391,69,0,0,0,70,1600,1,0,1,debt_consolidation
14775,14775,14775,36 months,19.99,549.02,D,D4,owner,2 years,RENT,50000,Not Verified,Current,483xx,MI,27.36,0,0,,71,6,1,9417,54.8,15,f,10043.29,10043.29,7669.87,7669.87,4731.71,2938.16,549.02,0,0,0,28928,0,1,2,8,19511,78,0,1,3635,69,17200,0,0,0,small_business
24000,24000,24000,36 months,11.49,791.32,B,B5,Owner,3 years,RENT,66000,Not Verified,Current,201xx,VA,22.29,0,1,,,13,0,12454,39.7,14,w,13692.31,13692.31,13437.12,13437.12,10307.69,3129.43,791.32,0,0,0,27539,0,0,1,15,15085,37,0,5,6880,38,31400,2,0,1,credit_card
35000,35000,35000,60 months,15.31,838.36,C,C5,Attorney,3 years,MORTGAGE,120000,Verified,Fully Paid,303xx,GA,23.06,0,0,,,22,0,33326,94.4,36,w,0,0,36939.23,36939.23,35000,1939.23,34453.92,0,0,0,210444,0,0,1,23,86473,88,2,3,8415,90,35300,0,0,0,debt_consolidation
16000,16000,16000,36 months,12.74,537.11,C,C1,Regional Manager,2 years,MORTGAGE,201000,Not Verified,Current,078xx,NJ,14.11,1,2,18,115,19,1,32660,77.8,32,w,10909.56,10909.56,6988.09,6988.09,5090.44,1897.65,537.11,0,0,0,336922,1,0,1,19,17646,43,2,4,7685,61,42000,0,0,3,debt_consolidation
30000,30000,30000,36 months,15.99,1054.57,C,C5,Managing Director,10+ years,RENT,1100000,Verified,Current,068xx,CT,6.88,0,0,75,,13,0,112733,86.3,17,w,20772.36,20772.36,13707.07,13707.07,9227.64,4479.43,1054.57,0,0,0,237687,1,0,0,41,73034,60,2,2,38933,76,135500,0,0,2,credit_card
11000,11000,11000,36 months,11.39,362.17,B,B3,Maintenance Supervisor,< 1 year,MORTGAGE,47000,Not Verified,Fully Paid,446xx,OH,25.92,0,3,,83,8,1,9530,48,23,w,0,0,12197.50625,12197.51,11000,1197.51,7858.43,0,0,0,148038,6,2,2,5,50209,96,2,4,5122,48,19800,0,0,3,credit_card
4200,4200,4200,36 months,16.02,147.71,C,C5,Engineering Technician,< 1 year,OWN,60000,Verified,Current,557xx,MN,24.68,0,0,,,11,0,15210,63.6,18,f,3731,3731,744.7,744.7,469,275.7,161.34,0,0,277,23951,1,1,1,9,8741,31,2,4,4312,46,23900,0,0,1,debt_consolidation
10000,10000,10000,36 months,10.42,324.65,B,B3,Underwriter,10+ years,RENT,47000,Source Verified,Current,442xx,OH,16.06,0,1,,,5,0,8197,66.1,7,w,9280.41,9280.41,962.37,962.37,719.59,242.78,324.65,0,0,1518,17478,0,0,0,60,9281,40,0,0,5327,49,12400,0,3,1,debt_consolidation
11500,11500,11500,36 months,11.39,378.63,B,B3,Business Officer,10+ years,MORTGAGE,57764,Source Verified,Current,277xx,NC,21.32,0,0,,,10,0,10835,46.3,24,w,8980.57,8980.57,3400.39,3400.39,2519.43,880.96,378.63,0,0,278,178546,1,0,2,19,11418,54,5,7,3772,50,23400,0,7,0,credit_card
7000,7000,7000,36 months,10.91,228.88,B,B4,Customer Support Mgr,4 years,RENT,37000,Source Verified,Current,274xx,NC,11.55,0,0,,,7,0,7164,48.7,8,w,6329.98,6329.98,907.03,907.03,670.02,237.01,228.88,0,0,256,9077,0,0,1,23,1913,48,1,2,3267,49,14700,0,0,0,debt_consolidation
40000,40000,40000,36 months,8.24,1257.89,B,B1,RN,10+ years,MORTGAGE,95000,Verified,Current,610xx,IL,3.84,0,0,,,10,0,26843,45.8,20,f,30904,30904,11302.7,11302.7,9096,2206.7,1257.89,0,0,0,131724,0,0,0,32,0,,0,0,6778,46,58600,0,0,0,home_improvement
4225,4225,4225,36 months,10.49,137.31,B,B2,Office Manager,10+ years,OWN,35000,Not Verified,Current,656xx,MO,32.89,0,0,,,7,0,7638,60.6,20,w,3180.82,3180.82,1370.64,1370.64,1044.18,326.46,137.31,0,0,0,161470,1,0,0,30,30046,60,0,0,2649,60,12600,2,0,3,credit_card
15000,15000,15000,36 months,7.35,465.57,A,A4,First Grade Teacher,10+ years,MORTGAGE,98000,Source Verified,Current,020xx,MA,22.57,6,0,3,,15,0,21092,42,34,w,13872.03,13872.03,1390.59,1390.59,1127.97,262.62,465.57,0,0,0,250811,0,0,0,25,7730,17,0,0,11029,34,56000,0,0,0,debt_consolidation
6000,6000,6000,36 months,7.97,187.94,A,A5,Technician,10+ years,MORTGAGE,60000,Source Verified,Current,300xx,GA,10.78,0,0,,97,9,1,4020,17.3,20,w,5096.58,5096.58,1124.98,1124.98,903.42,221.56,187.94,0,0,514,183509,0,1,1,10,14278,70,0,0,2423,42,23200,0,0,0,debt_consolidation
12000,12000,12000,36 months,7.89,375.43,A,A5,Medical Biller,< 1 year,MORTGAGE,31200,Source Verified,Current,785xx,TX,24.77,0,0,,,11,0,15622,48.5,26,w,6353.44,6353.44,6789.97,6789.97,5646.56,1143.41,375.43,0,0,0,16725,0,1,1,12,1103,47,1,1,4902,48,32200,0,0,1,credit_card
10000,10000,10000,36 months,12.79,335.93,C,C1,"Regional Director, Operations",2 years,MORTGAGE,46000,Source Verified,Current,571xx,SD,7.36,0,0,34,48,4,5,8390,58.3,17,f,6556.93,6556.93,4695.91,4695.91,3443.07,1252.84,335.93,0,0,94,8390,1,0,0,37,0,,1,4,4703,58,14400,0,5,0,car
7200,7200,7200,36 months,15.31,250.69,C,C5,truckdriver,10+ years,MORTGAGE,55000,Not Verified,Current,371xx,TN,36.13,1,2,9,,11,0,7325,76.3,26,w,3195.47,3195.47,5509.06,5509.06,4004.53,1504.53,250.69,0,0,0,49467,1,2,4,3,42142,69,0,1,2080,70,9600,3,1,2,other
12000,12000,12000,36 months,22.35,460.47,E,E2,General Superintendent,10+ years,RENT,91000,Verified,Fully Paid,891xx,NV,14.04,0,1,55,,10,0,7432,42.5,27,f,0,0,13754.74879,13754.75,12000,1754.75,421.73,0,0,0,8932,6,3,3,0,1500,100,3,3,3290,47,17500,0,0,1,debt_consolidation
12100,12100,12100,60 months,7.39,241.83,A,A4,TSR,< 1 year,OWN,83000,Not Verified,Current,805xx,CO,15.64,0,1,,,14,0,20682,24.9,23,w,8738.53,8738.53,4584.83,4584.83,3361.47,1223.36,241.83,0,0,0,51346,2,1,1,12,30664,73,2,3,8430,41,83000,2,0,2,debt_consolidation
10000,10000,10000,36 months,9.44,320.05,B,B1,Journeyman Plumber,10+ years,RENT,100000,Not Verified,Current,482xx,MI,11.26,0,0,,109,7,1,6030,38.9,10,w,9023.01,9023.01,1274.96,1274.96,976.99,297.97,320.05,0,0,0,21702,0,0,1,20,15672,55,0,1,3642,49,15500,1,1,2,debt_consolidation
25000,25000,25000,60 months,11.99,555.99,B,B5,AR Manager,10+ years,MORTGAGE,75000,Source Verified,Current,333xx,FL,10.25,0,0,,,16,0,26168,18.9,26,w,23438.11,23438.11,2763.3,2763.3,1561.89,1201.41,555.99,0,0,0,272225,0,0,1,19,0,,1,2,7933,19,138600,0,0,2,debt_consolidation
28000,28000,28000,60 months,19.99,741.68,E,E1,Consulting,< 1 year,RENT,141440,Not Verified,Current,208xx,MD,8.68,3,0,8,,14,0,7327,32,29,w,3033.75,3033.75,32145.29,32145.29,24966.25,7179.04,741.68,1,0,0,173120,1,0,0,29,22886,,2,3,877,32,22900,3,2,4,debt_consolidation
16800,16800,16800,36 months,16.99,598.89,D,D1,SALES,1 year,OWN,64200,Source Verified,Current,331xx,FL,18.99,1,0,18,,11,0,13307,42,16,f,12422.87,12422.87,6648.15,6648.15,4377.13,2271.02,598.89,0,0,637,29705,0,2,3,10,16398,52,1,1,6659,47,31700,0,0,1,debt_consolidation
20000,20000,20000,36 months,7.24,619.74,A,A3,Truck Driver,3 years,MORTGAGE,70000,Not Verified,Current,815xx,CO,12.19,0,1,,,8,0,15171,37,14,w,15398.4,15398.4,5533.42,5533.42,4601.6,931.82,619.74,0,0,0,229954,1,0,0,39,18509,65,1,1,7348,49,41000,0,3,2,credit_card
35000,35000,35000,36 months,8.49,1104.71,B,B1,Area Executive VP,9 years,MORTGAGE,345000,Source Verified,Current,704xx,LA,11.14,0,0,,,12,0,31571,58.2,21,w,13674.14,13674.14,25375.31,25375.31,21325.86,4049.45,1104.71,0,0,0,145258,0,0,2,19,97885,57,0,2,9815,65,54200,0,0,1,debt_consolidation
35000,35000,35000,36 months,7.89,1095,A,A5,CEO,10+ years,MORTGAGE,150000,Not Verified,Fully Paid,940xx,CA,14.35,2,0,7,,20,0,29790,41.3,37,w,0,0,36364.06,36364.06,35000,1364.06,30904.4,0,0,0,328415,1,1,1,9,24760,74,1,4,9108,55,72200,2,5,6,credit_card
19600,19600,19600,36 months,11.49,646.24,B,B5,Litigation Secretary,2 years,RENT,87500,Not Verified,Current,943xx,CA,6.06,0,0,,76,7,1,11164,61,9,f,13797.92,13797.92,7729.86,7729.86,5802.08,1927.78,646.24,0,0,0,16344,1,0,0,135,4148,35,0,2,5159,52,18300,1,0,0,debt_consolidation
16000,16000,16000,60 months,11.49,351.81,B,B5,accounitng clerk,10+ years,RENT,40000,Not Verified,Current,112xx,NY,19.29,0,1,,52,17,1,2046,3.9,56,w,13042.22,13042.22,4915.13,4915.13,2957.78,1957.35,351.81,0,0,0,20028,1,1,1,1,17982,94,1,3,138,28,52400,2,2,2,other
